Date	Price	Open	High	Low	Vol.	Change %
2011/1/21	120.16	119.86	120.25	119.69	1.04M	0.28
2011/1/20	119.83	120.73	120.95	119.69	1.42M	-0.79
2011/1/19	120.78	120.56	120.86	120.33	947.72K	0.16
2011/1/18	120.59	120.89	121.3	120.2	1.23M	-0.22
2011/1/14	120.86	121.06	121.48	120.78	1.12M	-0.21
2011/1/13	121.11	120.5	121.2	120.36	1.32M	0.46
2011/1/12	120.56	120.56	120.66	120.02	1.09M	0.01
2011/1/11	120.55	120.98	121.12	120.39	1.02M	-0.27
2011/1/10	120.88	120.77	121.02	120.61	773.58K	0.17
2011/1/7	120.67	119.95	120.89	119.53	1.46M	0.72
2011/1/6	119.81	119.39	120	119.33	1.03M	0.49
2011/1/5	119.23	120.38	120.72	119.14	1.35M	-0.9
2011/1/4	120.31	120.27	120.67	120	885.72K	0.12
2011/1/3	120.17	120.3	120.33	119.47	731.63K	-0.22
2010/12/31	120.44	120	120.48	119.94	200.27K	0.38
2010/12/30	119.98	120.12	120.28	119.58	446.51K	-0.22
2010/12/29	120.25	119	120.36	118.95	575.39K	1.02
2010/12/28	119.03	120	120.38	118.89	447.24K	-0.76
2010/12/27	119.94	119.5	120.09	119	271.55K	0.29
2010/12/23	119.59	119.89	120.05	119.45	335.61K	-0.34
2010/12/22	120	120.39	120.44	119.8	493.49K	-1.03
2010/12/21	121.25	121.47	121.75	121.16	1.77K	-0.02
2010/12/20	121.27	121.47	121.94	121.16	2.52K	-0.12
2010/12/17	121.41	120.84	121.52	120.66	6.91K	0.86
2010/12/16	120.38	120.28	120.69	119.72	4.07K	0.3
2010/12/15	120.02	120.19	120.94	119.78	13.87K	-0.33
2010/12/14	120.42	121.73	121.81	120.14	14.63K	-1.05
2010/12/13	121.7	121.17	121.84	120.44	13.40K	0.35
2010/12/10	121.27	122.09	122.14	121	14.20K	-0.41
2010/12/9	121.77	121.88	122.27	121.52	22.81K	-0.09
2010/12/8	121.88	122.78	122.78	121.23	27.28K	-0.51
2010/12/7	122.5	124.16	124.2	122.42	39.31K	-1.46
2010/12/6	124.31	123.78	124.38	123.78	56.37K	0.49
2010/12/3	123.7	123.55	124.44	123.14	114.11K	0.18
2010/12/2	123.48	123.86	124.02	123.27	133.91K	-0.31
2010/12/1	123.86	125	125.06	123.59	238.90K	-0.95
2010/11/30	125.05	124.83	125.47	124.8	493.67K	0.14
2010/11/29	124.88	124.5	124.97	124.3	1.23M	0.23
2010/11/26	124.59	124.33	124.84	124.05	846.97K	0.25
2010/11/24	124.28	125.28	125.53	124.14	1.88M	-0.9
2010/11/23	125.41	125.11	125.86	125.08	1.62M	0.26
2010/11/22	125.09	124.36	125.23	124.2	1.01M	0.46
2010/11/19	124.52	124.52	124.81	124.31	694.14K	0.03
2010/11/18	124.48	124.8	124.88	124.05	1.28M	-0.32
2010/11/17	124.88	125.02	125.31	124.66	1.28M	-0.14
2010/11/16	125.05	124.53	125.12	124.28	1.72M	0.22
2010/11/15	124.77	125.89	125.94	124.47	1.79M	-0.93
2010/11/12	125.94	126.72	127.16	125.58	1.55M	-0.43
2010/11/11	126.48	127.02	127.23	126.42	295.93K	-0.39
2010/11/10	126.97	126.53	127.03	125.88	1.71M	0.35
2010/11/9	126.53	127.42	127.67	126.41	1.33M	-0.65
2010/11/8	127.36	127.48	127.66	127.31	687.80K	-0.05
2010/11/5	127.42	127.75	127.89	127.06	1.41M	-0.26
2010/11/4	127.75	127.02	128.03	127	1.68M	0.92
2010/11/3	126.58	126.53	127.06	126.12	1.35M	0.04
2010/11/2	126.53	126.25	126.61	126.19	722.05K	0.17
2010/11/1	126.31	126.28	126.67	126.08	989.80K	0.02
2010/10/29	126.28	125.86	126.41	125.78	1.13M	0.33
2010/10/28	125.86	125.11	126	125.06	1.22M	0.51
2010/10/27	125.22	125.67	125.77	125.05	1.38M	-0.4
2010/10/26	125.72	126.31	126.44	125.62	1.37M	-0.55
2010/10/25	126.42	126.44	126.95	126.28	958.64K	0
2010/10/22	126.42	126.53	126.7	126.3	812.15K	-0.17
2010/10/21	126.64	126.95	127.05	126.47	1.03M	-0.32
2010/10/20	127.05	126.94	127.22	126.67	962.55K	0.02
2010/10/19	127.03	126.75	127.19	126.39	1.19M	0.11
2010/10/18	126.89	126.27	126.95	126.27	865.16K	0.52
2010/10/15	126.23	126.59	127.09	126.06	1.72M	-0.35
2010/10/14	126.67	127.23	127.28	126.53	1.32M	-0.43
2010/10/13	127.22	127.02	127.27	126.7	1.06M	0.11
2010/10/12	127.08	127.38	127.69	126.97	941.15K	-0.28
2010/10/11	127.44	127.28	127.45	127.28	101.36K	0.1
2010/10/8	127.31	127.22	127.66	126.8	1.36M	0.13
2010/10/7	127.14	127.12	127.38	127	1.03M	0.04
2010/10/6	127.09	126.67	127.47	126.61	1.30M	0.36
2010/10/5	126.64	126.44	126.81	126.44	1.14M	0.13
2010/10/4	126.47	126.19	126.55	126.17	778.65K	0.31
2010/10/1	126.08	126.11	126.25	125.58	1.23M	0.02
2010/9/30	126.05	126.14	126.42	125.31	1.53M	-0.09
2010/9/29	126.16	126.34	126.44	126.08	1.20M	-0.22
2010/9/28	126.44	125.86	126.48	125.73	1.32M	0.39
2010/9/27	125.95	125.23	126.03	125.22	843.79K	0.58
2010/9/24	125.22	125.59	125.8	125.16	1.18M	-0.29
2010/9/23	125.58	125.53	126.08	125.34	1.19M	0.02
2010/9/22	125.56	125.44	125.95	125.44	1.33M	-0.15
2010/9/21	125.75	125.59	125.91	125.52	9.54K	0.18
2010/9/20	125.52	125.47	125.58	125.16	9.26K	0.23
2010/9/17	125.23	124.88	125.42	124.64	16.23K	0.18
2010/9/16	125	125.42	125.53	124.72	15.55K	-0.18
2010/9/15	125.22	125.33	125.66	125.06	12.71K	-0.18
2010/9/14	125.45	124.84	125.5	124.84	8.34K	0.41
2010/9/13	124.94	124.27	125.03	124	12.97K	0.42
2010/9/10	124.42	124.64	124.91	124.23	23.44K	-0.19
2010/9/9	124.66	125.44	125.67	124.62	36.32K	-0.61
2010/9/8	125.42	125.81	126.78	125.3	36.64K	-0.33
2010/9/7	125.83	124.86	125.86	124.8	56.84K	0.66
2010/9/3	125	125.5	125.7	124.61	94.83K	-0.4
2010/9/2	125.5	125.8	125.92	125.42	76.95K	-0.18
2010/9/1	125.73	126.5	126.5	125.34	213.03K	-0.61
2010/8/31	126.5	126.2	126.66	126.11	485.56K	0.33
2010/8/30	126.09	125.11	126.27	124.92	1.34M	0.72
2010/8/27	125.19	126.33	126.42	125.08	2.06M	-0.82
2010/8/26	126.22	126.05	126.34	125.88	1.68M	0.24
2010/8/25	125.92	126.47	126.88	125.81	1.90M	-0.39
2010/8/24	126.41	125.77	126.75	125.72	1.56M	0.6
2010/8/23	125.66	125.48	125.81	125.3	824.40K	0.1
2010/8/20	125.53	125.88	126.25	125.44	984.74K	-0.33
2010/8/19	125.95	125.69	126.16	125.2	1.47M	0.27
2010/8/18	125.61	125.66	126.05	125.53	994.00K	-0.05
2010/8/17	125.67	126.19	126.2	125.55	1.02M	-0.42
2010/8/16	126.2	125.58	126.25	125.55	1.01M	0.49
2010/8/13	125.58	125.31	125.64	125.23	838.51K	0.19
2010/8/12	125.34	125.58	125.73	125.19	1.19M	-0.21
2010/8/11	125.61	125.08	125.67	125.08	1.36M	0.5
2010/8/10	124.98	124.5	125.22	124.3	1.23M	0.37
2010/8/9	124.52	124.58	124.75	124.45	606.81K	-0.05
2010/8/6	124.58	123.94	124.69	123.78	1.30M	0.56
2010/8/5	123.89	123.62	124.05	123.5	962.02K	0.22
2010/8/4	123.62	124.02	124.25	123.56	1.02M	-0.29
2010/8/3	123.98	123.44	124.17	123.41	991.45K	0.45
2010/8/2	123.42	123.77	123.78	123.39	712.44K	-0.31
2010/7/30	123.81	123.23	123.89	123.2	1.19M	0.58
2010/7/29	123.09	122.91	123.47	122.77	1.32M	0.19
2010/7/28	122.86	122.31	122.94	122.23	1.06M	0.43
2010/7/27	122.33	122.73	122.83	122.2	998.21K	-0.33
2010/7/26	122.73	122.69	122.84	122.38	806.03K	0.05
2010/7/23	122.67	123.14	123.28	122.64	1.13M	-0.41
2010/7/22	123.17	123.55	123.69	123	952.86K	-0.27
2010/7/21	123.5	123.09	123.75	123	1.17M	0.22
2010/7/20	123.23	123.09	123.55	122.92	1.07M	0.16
2010/7/19	123.03	123.38	123.42	122.92	707.64K	-0.14
2010/7/16	123.2	122.58	123.42	122.55	1.14M	0.34
2010/7/15	122.78	122.23	122.89	121.94	1.43M	0.45
2010/7/14	122.23	121.56	122.31	121.45	1.31M	0.47
2010/7/13	121.66	122	122.34	121.52	1.08M	-0.37
2010/7/12	122.11	121.94	122.34	121.89	797.66K	0.16
2010/7/9	121.92	122.03	122.17	121.84	674.83K	-0.2
2010/7/8	122.16	122.36	122.47	121.83	1.13M	-0.23
2010/7/7	122.44	122.73	122.86	122.34	870.46K	-0.24
2010/7/6	122.73	122.36	122.83	122.2	949.43K	0.34
2010/7/2	122.31	122.48	122.78	122.12	1.16M	-0.24
2010/7/1	122.61	122.69	123.03	122.42	1.32M	0.05
2010/6/30	122.55	122.66	122.84	122.25	1.14M	0.02
2010/6/29	122.53	122.23	122.7	122.11	1.36M	0.32
2010/6/28	122.14	121.61	122.27	121.5	866.72K	0.54
2010/6/25	121.48	121.22	121.8	121.11	1.10M	0.12
2010/6/24	121.33	121.31	121.78	121.16	1.26M	-0.02
2010/6/23	121.36	120.89	121.5	120.77	1.14M	0.37
2010/6/22	120.91	120.3	121	120.08	966.90K	-0.21
2010/6/21	121.16	121.09	121.16	120.61	18.58K	-0.09
2010/6/18	121.27	121.47	121.62	121.2	7.50K	-0.23
2010/6/17	121.55	121.16	121.67	120.8	17.87K	0.55
2010/6/16	120.89	120.7	121.25	120.67	18.56K	0.14
2010/6/15	120.72	121.06	121.31	120.64	16.71K	-0.19
2010/6/14	120.95	121	121.11	120.52	28.91K	-0.36
2010/6/11	121.39	120.59	121.39	120.59	29.21K	0.64
2010/6/10	120.62	121.7	121.7	120.59	23.26K	-0.84
2010/6/9	121.64	121.62	121.81	121.27	54.84K	-0.14
2010/6/8	121.81	121.86	121.97	121.53	88.27K	0.12
2010/6/7	121.66	121.77	122.03	121.25	60.64K	0.09
2010/6/4	121.55	120.25	121.59	120.14	83.09K	1.13
2010/6/3	120.19	120.38	120.45	119.69	66.26K	-0.16
2010/6/2	120.38	120.91	120.98	120.27	127.57K	-0.24
2010/6/1	120.67	120.58	121.31	120.38	220.22K	0
2010/5/28	120.67	120.2	120.72	120.17	439.52K	0.3
2010/5/27	120.31	121.39	121.42	120.14	1.99M	-0.7
2010/5/26	121.16	121.56	121.72	120.77	2.34M	-0.42
2010/5/25	121.67	121.42	122.45	121.39	2.14M	0.41
2010/5/24	121.17	121.06	121.61	121.03	1.48M	-0.12
2010/5/21	121.31	121.31	122.11	120.94	2.11M	0.3
2010/5/20	120.95	120.11	121.5	120.11	2.07M	0.58
2010/5/19	120.25	120.39	120.69	120.03	1.62M	0.04
2010/5/18	120.2	119.44	120.41	119.31	1.44M	0.52
2010/5/17	119.58	119.64	120.27	119.38	1.22M	-0.16
2010/5/14	119.77	119.12	120.03	119	1.33M	0.77
2010/5/13	118.86	118.75	119.11	118.48	1.11M	0.05
2010/5/12	118.8	119.14	119.41	118.69	1.01M	-0.18
2010/5/11	119.02	118.91	119.56	118.7	1.15M	0.07
2010/5/10	118.94	119.31	119.31	118.38	1.34M	-0.63
2010/5/7	119.69	119.88	120.67	118.89	2.09M	-0.19
2010/5/6	119.92	118.75	121.05	118.38	2.07M	1.05
2010/5/5	118.67	118.19	119.14	118.06	1.63M	0.45
2010/5/4	118.14	117.61	118.31	117.53	1.32M	0.56
2010/5/3	117.48	117.81	117.81	117.44	613.27K	-0.36
2010/4/30	117.91	117.42	117.97	117.27	1.13M	0.4
2010/4/29	117.44	117.06	117.45	116.91	982.37K	0.38
2010/4/28	117	117.69	117.94	116.95	1.57M	-0.56
2010/4/27	117.66	116.64	117.84	116.61	1.59M	0.93
2010/4/26	116.58	116.52	116.81	116.31	758.12K	0.11
2010/4/23	116.45	116.84	116.97	116.31	1.08M	-0.33
2010/4/22	116.83	117.17	117.42	116.73	1.20M	-0.31
2010/4/21	117.19	116.75	117.2	116.61	851.22K	0.36
2010/4/20	116.77	116.81	116.91	116.58	803.72K	-0.03
2010/4/19	116.8	117.19	117.42	116.78	826.93K	-0.24
2010/4/16	117.08	116.5	117.27	116.47	1.41M	0.59
2010/4/15	116.39	116.23	116.58	116.08	1.03M	0.09
2010/4/14	116.28	116.45	116.67	116.19	1.01M	-0.26
2010/4/13	116.58	116.28	116.69	116.23	1.14M	0.28
2010/4/12	116.25	115.83	116.44	115.61	883.54K	0.29
2010/4/9	115.91	115.8	116	115.58	764.40K	0.09
2010/4/8	115.81	116.02	116.28	115.75	974.64K	-0.18
2010/4/7	116.02	115.34	116.06	115.3	1.19M	0.69
2010/4/6	115.22	115.05	115.48	115.03	966.66K	0.19
2010/4/5	115	115.31	115.42	114.83	641.30K	-0.29
2010/4/2	115.34	115.97	116.31	115.31	346.93K	-0.59
2010/4/1	116.03	116.19	116.25	115.81	888.55K	-0.19
2010/3/31	116.25	115.98	116.38	115.89	1.01M	0.27
2010/3/30	115.94	115.89	116.03	115.62	783.51K	0
2010/3/29	115.94	115.92	116.08	115.69	693.67K	-0.01
2010/3/26	115.95	115.73	116.05	115.52	944.49K	0.35
2010/3/25	115.55	116	116.16	115.28	1.58M	-0.47
2010/3/24	116.09	117.2	117.3	115.89	1.68M	-1.01
2010/3/23	117.28	117.3	117.47	117.2	587.67K	-1.15
2010/3/22	118.64	118.38	118.7	118.3	5.55K	0.24
2010/3/19	118.36	118.53	118.62	118.2	6.30K	-0.12
2010/3/18	118.5	118.89	118.92	118.45	10.17K	-0.23
2010/3/17	118.77	118.75	118.89	118.66	19.66K	0
2010/3/16	118.77	118.38	118.83	118.17	6.13K	0.39
2010/3/15	118.31	118.31	118.42	118.09	4.24K	0.05
2010/3/12	118.25	118.14	118.52	117.75	14.71K	0
2010/3/11	118.25	118.31	118.36	118	6.29K	-0.08
2010/3/10	118.34	118.56	118.56	118.17	8.72K	-0.15
2010/3/9	118.52	118.38	118.67	118.3	20.21K	0.12
2010/3/8	118.38	118.5	118.5	118.2	15.77K	-0.1
2010/3/5	118.5	118.98	119.08	118.28	34.66K	-0.4
2010/3/4	118.97	118.95	119.17	118.67	69.37K	0.05
2010/3/3	118.91	118.91	118.97	118.59	61.01K	0.02
2010/3/2	118.89	118.84	118.95	118.56	61.41K	0.01
2010/3/1	118.88	118.66	118.97	118.58	157.93K	-0.03
2010/2/26	118.91	118.59	118.95	118.48	359.04K	0.3
2010/2/25	118.56	118.09	118.67	118.02	1.42M	0.41
2010/2/24	118.08	118.08	118.34	117.86	1.61M	0.03
2010/2/23	118.05	117.19	118.17	117.12	1.65M	0.73
2010/2/22	117.19	117.19	117.3	117.05	791.22K	0
2010/2/19	117.19	117.02	117.39	116.89	1.04M	-0.01
2010/2/18	117.2	117.67	117.88	117.03	1.44M	-0.4
2010/2/17	117.67	118.3	118.31	117.52	936.96K	-0.54
2010/2/16	118.31	118.08	118.42	117.8	768.42K	0.19
2010/2/12	118.08	117.8	118.25	117.75	884.93K	0.26
2010/2/11	117.77	117.92	118.05	117.5	1.04M	-0.12
2010/2/10	117.91	118.17	118.45	117.77	1.10M	-0.27
2010/2/9	118.23	118.72	118.73	118.12	1.18M	-0.21
2010/2/8	118.48	118.73	118.77	118.44	677.85K	-0.32
2010/2/5	118.86	118.25	118.95	118.06	1.66M	0.52
2010/2/4	118.25	117.56	118.41	117.52	1.22M	0.57
2010/2/3	117.58	118	118	117.5	935.94K	-0.37
2010/2/2	118.02	117.86	118.05	117.66	611.94K	0.14
2010/2/1	117.86	118.28	118.31	117.72	752.57K	-0.25
2010/1/29	118.16	117.84	118.44	117.34	1.21M	0.39
2010/1/28	117.7	117.62	117.88	117.25	1.18M	0.03
2010/1/27	117.66	117.84	118.28	117.56	1.07M	-0.14
2010/1/26	117.83	117.73	118.22	117.66	765.67K	0.08
2010/1/25	117.73	117.77	117.88	117.55	583.39K	-0.15
2010/1/22	117.91	117.91	118.05	117.72	960.24K	0.08
2010/1/21	117.81	117.41	117.94	117.17	1.19M	0.34
2010/1/20	117.41	117.12	117.61	117.11	821.77K	0.28
2010/1/19	117.08	117.31	117.53	116.94	848.59K	-0.17
2010/1/15	117.28	116.7	117.44	116.67	945.69K	0.45
2010/1/14	116.75	116.31	116.94	116.27	880.77K	0.31
2010/1/13	116.39	116.78	116.84	116.25	937.30K	-0.31
2010/1/12	116.75	116.05	116.84	116.03	957.87K	0.62
2010/1/11	116.03	115.83	116.19	115.75	574.47K	0
2010/1/8	116.03	115.8	116.31	115.59	998.45K	0.16
2010/1/7	115.84	115.86	116.05	115.56	689.96K	-0.11
2010/1/6	115.97	116.12	116.17	115.64	854.86K	-0.2
2010/1/5	116.2	115.66	116.27	115.59	750.74K	0.58
2010/1/4	115.53	115.19	115.73	114.97	611.68K	0.07
						
	Highest:135.91	Lowest:114.83	Difference:21.08	Average:127.15	Change %:8.60	
